SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,December-31-2020,Multi-Family (2-4 Unit),420 JOHN St,East Newark,NJ,7029,415000,6,2,East Newark,,,,216,,,Sold,,,http://www.redfin.com/NJ/East-Newark/420-John-St-07029/home/36481304,HCMLS,202022377,Y,Y,40.7511551,-74.1604319
PAST SALE,February-5-2021,Multi-Family (2-4 Unit),169 N 14TH St,East Orange City,NJ,07017-5210,378000,,,East Orange City,,2613,,180,,,Sold,,,http://www.redfin.com/NJ/East-Orange/169-N-14th-St-07017/home/36142976,GSMLS,3669143,Y,Y,40.7611813,-74.1944299
PAST SALE,October-16-2020,Townhouse,2040 Moore St,Philadelphia,PA,19145,175000,3,1,POINT BREEZE,1048,910,1920,292,167,,Sold,,,http://www.redfin.com/PA/Philadelphia/2040-Moore-St-19145/home/39263106,BRIGHT MLS,PAPH854222,Y,Y,39.9292771,-75.1796066
PAST SALE,November-27-2020,Townhouse,3624 Earp St,Philadelphia,PA,19146,130000,2,1,GRAYS FERRY,948,737,1923,250,137,,Sold,,,http://www.redfin.com/PA/Philadelphia/3624-Earp-St-19146/home/39015892,BRIGHT MLS,PAPH928080,Y,Y,39.93814,-75.20273
PAST SALE,March-26-2021,Townhouse,2414 S Reese St,Philadelphia,PA,19148,161150,3,1,Philadelphia,1180,742,1920,131,137,,Sold,,,http://www.redfin.com/PA/Philadelphia/2414-S-Reese-St-19148/home/39099812,BRIGHT MLS,PAPH927826,Y,Y,39.9184623,-75.1566016
PAST SALE,January-6-2021,Single Family Residential,141 S 8TH St,Newark City,NJ,07107-1401,200000,5,1.5,Newark City,,2613,,210,,,Sold,,,http://www.redfin.com/NJ/Newark/141-S-8th-St-07107/home/36258024,GSMLS,3664686,Y,Y,40.7454684,-74.196402
PAST SALE,December-28-2020,Multi-Family (2-4 Unit),825 S 14th St,Newark,NJ,7108,400000,10,4,Newark,,2374,,219,,,Sold,,,http://www.redfin.com/NJ/Newark/825-S-14th-St-07108/home/36273704,NJMLS,20041335,Y,Y,40.7258226,-74.2103433
PAST SALE,,Condo/Co-op,972 Anderson Ave Unit 4G,The Bronx,NY,10452,,,,,,,,,,,,,,http://www.redfin.com/NY/The-Bronx/972-Anderson-Ave-10452/unit-4G/home/172921968,,,Y,Y,40.8317237,-73.9272793
PAST SALE,April-7-2021,Multi-Family (2-4 Unit),61 WARNER Ave,JERSEY CITY,NJ,7305,394000,5,2,Jersey City (Greenville),,,,119,,,Sold,,,http://www.redfin.com/NJ/Jersey-City/61-Warner-Ave-07305/home/36533202,HCMLS,202021679,Y,Y,40.6996789,-74.0887915
PAST SALE,,Multi-Family (2-4 Unit),178A Union St,Jersey City,NJ,7304,,,,,,,,,,,,,,http://www.redfin.com/NJ/Jersey-City/178A-Union-St-07304/home/172510419,,,Y,Y,40.7150199,-74.0773698
PAST SALE,December-30-2020,Townhouse,1541 W Seltzer St,Philadelphia,PA,19132,55000,3,1,STANTON,970,672,1939,217,57,,Sold,,,http://www.redfin.com/PA/Philadelphia/1541-W-Seltzer-St-19132/home/38297128,BRIGHT MLS,PAPH902276,Y,Y,39.9952185,-75.157126
PAST SALE,July-28-2021,Townhouse,2509 N Marshall St,Philadelphia,PA,19133,120000,3,1,OLD KENSINGTON,1092,1139,1925,7,110,,Sold,,,http://www.redfin.com/PA/Philadelphia/2509-N-Marshall-St-19133/home/39473102,BRIGHT MLS,PAPH931698,Y,Y,39.9897326,-75.1433534
PAST SALE,May-3-2021,Single Family Residential,30 TAYLOR ST Newark NJ,Newark City,NJ,07104-2618,251000,5,3,Newark City,,,1917,93,,,Sold,,,http://www.redfin.com/NJ/Newark/30-Taylor-St-07104/home/36065623,GSMLS,3677750,Y,Y,40.7584062,-74.171039
PAST SALE,,Single Family Residential,372 Van Nostrand Ave,Jersey City,NJ,7305,272000,,,,,2814,,,,,,,,http://www.redfin.com/NJ/Jersey-City/372-Van-Nostrand-Ave-07305/home/36527499,,,Y,Y,40.7075911,-74.0951014
PAST SALE,,Single Family Residential,5042 Larchwood Ave,Philadelphia,PA,19143,,4,1,,1972,2145,1925,,,,,,,http://www.redfin.com/PA/Philadelphia/5042-Larchwood-Ave-19143/home/39257757,,,Y,Y,39.9514937,-75.224216
PAST SALE,,Townhouse,3059 Martha St,Philadelphia,PA,19134,13000,3,1,,988,1018,1910,,13,,,,,http://www.redfin.com/PA/Philadelphia/3059-Martha-St-19134/home/38701089,,,Y,Y,39.989701,-75.1121912
PAST SALE,,Townhouse,1810 N 28th St,Philadelphia,PA,19121,96000,,,,1605,975,1915,,60,,,,,http://www.redfin.com/PA/Philadelphia/1810-N-28th-St-19121/home/38864935,,,Y,Y,39.9834196,-75.1800853
PAST SALE,,Single Family Residential,4013 W Forest Park Ave,Gwynn Oak,MD,21207,235000,,3,,3775,17200,1920,,62,,,,,http://www.redfin.com/MD/Gwynn-Oak/4013-W-Forest-Park-Ave-21207/home/10882527,,,Y,Y,39.32425,-76.686722
PAST SALE,,Condo/Co-op,1320 W Allegheny Ave,Philadelphia,PA,19132,,,,,3432,,1930,,,,,,,http://www.redfin.com/PA/Philadelphia/1320-W-Allegheny-Ave-19132/home/40579665,,,Y,Y,40.001132,-75.151554
PAST SALE,February-8-2021,Multi-Family (2-4 Unit),51 WALES Ave,JERSEY CITY,NJ,7306,530000,5,3,Jersey City (Journal Square),,,,177,,,Sold,,,http://www.redfin.com/NJ/Jersey-City/51-Wales-Ave-07306/home/36543543,HCMLS,202019648,Y,Y,40.7351506,-74.073855
PAST SALE,April-28-2021,Multi-Family (2-4 Unit),29 Victoria Ave,Newark,NJ,7104,320000,5,3,Newark,,1882,,98,,,Sold,,,http://www.redfin.com/NJ/Newark/29-6th-Ave-07104/home/36237941,NJMLS,20036259,Y,Y,40.753431,-74.175909
PAST SALE,,Single Family Residential,418 S 9th St,Newark,NJ,7103,103000,,,,2106,3450,1996,,49,,,,,http://www.redfin.com/NJ/Newark/418-S-9th-St-07103/home/36235223,,,Y,Y,40.7367298,-74.2007588
PAST SALE,February-23-2021,Townhouse,5132 Locust St,Philadelphia,PA,19139,275000,4,2.5,WEST PHILADELPHIA,1650,1496,1925,162,167,,Sold,,,http://www.redfin.com/PA/Philadelphia/5132-Locust-St-19139/home/39400083,BRIGHT MLS,PAPH915028,Y,Y,39.955521,-75.2249909
PAST SALE,,Condo/Co-op,1553 S 28th St,Philadelphia,PA,19146,120000,4,2,,1783,,1925,,67,,,,,http://www.redfin.com/PA/Philadelphia/1553-S-28th-St-19146/home/39032254,,,Y,Y,39.9335025,-75.1910964
MLS Listing,,Townhouse,5405 Westminster Ave,Philadelphia,PA,19131,149700,3,2,HADDINGTON,1140,1680,1925,576,131,,Active,,,http://www.redfin.com/PA/Philadelphia/5405-Westminster-Ave-19131/home/38138700,BRIGHT MLS,PAPH858990,Y,Y,39.9679485,-75.228478
PAST SALE,January-22-2021,Multi-Family (2-4 Unit),221 S 10TH St,Newark City,NJ,07107-1407,425000,,,Newark City,,2613,1910,194,,,Sold,,,http://www.redfin.com/NJ/Newark/221-S-10th-St-07107/home/36257788,GSMLS,3674477,Y,Y,40.7454096,-74.1984657
PAST SALE,June-3-2021,Townhouse,1030 S Ithan St,Philadelphia,PA,19143,95000,3,1,COBBS CREEK,992,896,1925,62,96,,Sold,,,http://www.redfin.com/PA/Philadelphia/1030-S-Ithan-St-19143/home/39288770,BRIGHT MLS,PAPH982698,Y,Y,39.9447071,-75.2350166
PAST SALE,February-15-2021,Townhouse,5929 Larchwood Ave,Philadelphia,PA,19143,125000,4,1,COBBS CREEK,1358,1232,1925,170,92,,Sold,,,http://www.redfin.com/PA/Philadelphia/5929-Larchwood-Ave-19143/home/38120512,BRIGHT MLS,PAPH889960,Y,Y,39.954038,-75.241327
PAST SALE,,Single Family Residential,89 Myrtle Ave,Jersey City,NJ,7305,79000,,,,1314,2500,,,60,,,,,http://www.redfin.com/NJ/Jersey-City/89-Myrtle-Ave-07305/home/36529369,,,Y,Y,40.7068749,-74.078946
PAST SALE,March-23-2021,Townhouse,5729 Delancey St,Philadelphia,PA,19143,225000,3,2.5,WEST PHILADELPHIA,1688,953,1925,134,133,,Sold,,,http://www.redfin.com/PA/Philadelphia/5729-Delancey-St-19143/home/39404246,BRIGHT MLS,PAPH972298,Y,Y,39.955538,-75.236989
PAST SALE,June-22-2021,Multi-Family (2-4 Unit),314 Dixwell Ave,New Haven,CT,6511,250000,6,3,Newhallville,2401,3920,1900,43,104,,Sold,,,http://www.redfin.com/CT/New-Haven/314-Dixwell-Ave-06511/home/54288849,Smart MLS,170330686,Y,Y,41.3217393,-72.9349222
PAST SALE,,Townhouse,521 S 57th St,Philadelphia,PA,19143,,3,1,,1202,1072,1925,,,,,,,http://www.redfin.com/PA/Philadelphia/521-S-57th-St-19143/home/39261379,,,Y,Y,39.9525603,-75.2364432
MLS Listing,,Townhouse,5454 Warrington Ave,Philadelphia,PA,19143,115000,3,1,KINGSESSING,1074,1098,1925,386,107,,Contingent,,,http://www.redfin.com/PA/Philadelphia/5454-Warrington-Ave-19143/home/39291436,BRIGHT MLS,PAPH889958,Y,Y,39.9408584,-75.2265408
PAST SALE,July-26-2021,Townhouse,1027 S 52nd St,Philadelphia,PA,19143,179900,3,1,WEST PHILADELPHIA,1300,1440,1925,9,138,,Sold,,,http://www.redfin.com/PA/Philadelphia/1027-S-52nd-St-19143/home/39285740,BRIGHT MLS,PAPH2003528,Y,Y,39.9445502,-75.2232132
MLS Listing,,Multi-Family (2-4 Unit),412 Cleveland Ave,Harrison,NJ,7029,449000,4,3,Harrison,,2500,,201,,,Contingent,,,http://www.redfin.com/NJ/Harrison/412-Cleveland-Ave-07029/home/36484808,NJMLS,21001755,Y,Y,40.7475217,-74.1557301
PAST SALE,January-22-2021,Multi-Family (2-4 Unit),706 AVENUE E,Bayonne,NJ,7002,469000,6,2,Bayonne,,,,194,,,Sold,,,http://www.redfin.com/NJ/Bayonne/706-Ave-E-07002/unit-A/home/36478037,HCMLS,202020641,Y,Y,40.6781278,-74.1025578
PAST SALE,June-18-2021,Townhouse,1519-21 N Conestoga St,Philadelphia,PA,19131,70000,4,1,CARROLL PARK,2154,2065,1925,47,32,,Sold,,,http://www.redfin.com/PA/Philadelphia/1519-N-Conestoga-St-19131/home/38145236,BRIGHT MLS,PAPH1016492,Y,Y,39.9761306,-75.2305748
PAST SALE,,Townhouse,1311 S 47th St,Philadelphia,PA,19143,,,,,1476,1031,1940,,,,,,,http://www.redfin.com/PA/Philadelphia/1311-S-47th-St-19143/home/38743784,,,Y,Y,39.9429593,-75.2102071
PAST SALE,April-23-2021,Townhouse,1108 S Alder St,Philadelphia,PA,19147,305000,2,1,PASSYUNK SQUARE,,538,1920,103,,,Sold,,,http://www.redfin.com/PA/Philadelphia/1108-S-Alder-St-19147/home/38099951,BRIGHT MLS,PAPH910162,Y,Y,39.936545,-75.1607
PAST SALE,,Townhouse,728 Manton St,Philadelphia,PA,19147,,,,,1200,680,1925,,,,,,,http://www.redfin.com/PA/Philadelphia/728-Manton-St-19147/home/38093988,,,Y,Y,39.9335665,-75.1569208
MLS Listing,,Townhouse,5303 Walnut St,Philadelphia,PA,19139,214000,4,2,WEST PHILADELPHIA,1600,1187,1925,346,134,,Active,,,http://www.redfin.com/PA/Philadelphia/5303-Walnut-St-19139/home/39401889,BRIGHT MLS,PAPH927604,Y,Y,39.9573872,-75.2276461
PAST SALE,,Single Family Residential,633 37th St,Union City,NJ,7087,370000,,,,,1873,,,,,,,,http://www.redfin.com/NJ/Union-City/633-37th-St-07087/home/36622690,,,Y,Y,40.776475,-74.0312756
PAST SALE,January-27-2021,Multi-Family (2-4 Unit),403 S 8TH St,Newark City,NJ,07103-2045,345000,,,Newark City,,4356,,189,,,Sold,,,http://www.redfin.com/NJ/Newark/403-S-8th-St-07103/home/36235228,GSMLS,3655872,Y,Y,40.7360538,-74.2006212
PAST SALE,,Single Family Residential,174 N 5th St,Newark,NJ,7107,188000,,,,2498,3480,1807,,75,,,,,http://www.redfin.com/NJ/Newark/174-N-5th-St-07107/home/36260199,,,Y,Y,40.7539359,-74.188743
MLS Listing,,Multi-Family (2-4 Unit),11 W 15TH St,Bayonne,NJ,7002,425000,5,2,Bayonne,,,,63,,,Active,,,http://www.redfin.com/NJ/Bayonne/11-W-15th-St-07002/home/36472201,HCMLS,210013268,Y,Y,40.6585799,-74.1235716
PAST SALE,,Single Family Residential,275 Clinton Pl #277,Newark,NJ,7112,12500,,,,1468,4909,1907,,9,,,,,http://www.redfin.com/NJ/Newark/275-Clinton-Pl-07112/unit-277/home/36280344,,,Y,Y,40.7141353,-74.2139673
PAST SALE,December-31-2020,Multi-Family (2-4 Unit),6300 JACKSON St,West New York,NJ,7093,700000,5,4.5,West New York,,,,216,,,Sold,,,http://www.redfin.com/NJ/West-New-York/6300-Jackson-St-07093/home/36640558,HCMLS,202020618,Y,Y,40.7930607,-74.0165855
PAST SALE,June-29-2021,Multi-Family (2-4 Unit),482 S 16th St,Newark,NJ,7103,335000,9,3,Newark,,2500,,36,,,Sold,,,http://www.redfin.com/NJ/Newark/482-S-16th-St-07103/home/36236324,NJMLS,20033661,Y,Y,40.7392636,-74.2067205
PAST SALE,March-26-2021,Multi-Family (2-4 Unit),41 Schley St,Newark City,NJ,07112-1124,250000,,,Newark City,,,,131,,,Sold,,,http://www.redfin.com/NJ/Newark/41-Schley-St-07112/home/171195513,GSMLS,3625664,Y,Y,40.7190999,-74.2178062
PAST SALE,January-28-2021,Single Family Residential,2808 CENTRAL Ave,Union City,NJ,7087,355000,3,1.5,Union City,850,,,188,418,,Sold,,,http://www.redfin.com/NJ/Union-City/2808-Central-Ave-07087/home/36619262,HCMLS,202017461,Y,Y,40.7710354,-74.0321095
PAST SALE,,Condo/Co-op,126 3rd Ave,Newark,NJ,7104,325000,,,,,,,,,,,,,http://www.redfin.com/NJ/Newark/126-3rd-Ave-07104/home/36240007,,,Y,Y,40.7595417,-74.1723374
PAST SALE,,Single Family Residential,907 Anna St,Elizabeth,NJ,7201,225000,,,,1490,2500,1915,,151,,,,,http://www.redfin.com/NJ/Elizabeth/907-Anna-St-07201/home/37866732,,,Y,Y,40.667724,-74.2007129
PAST SALE,December-29-2020,Multi-Family (2-4 Unit),69-71 S 12th St,Newark,NJ,7107,575000,7,4.5,Newark,,3759,,218,,,Sold,,,http://www.redfin.com/NJ/Newark/69-S-12th-St-07107/home/165717253,NJMLS,20032655,Y,Y,40.75215,-74.197185
MLS Listing,,Single Family Residential,146 Union St,Jersey City,NJ,7304,365000,4,2,Jersey City,,1498,,687,,,Contingent,,,http://www.redfin.com/NJ/Jersey-City/146-Union-St-07304/home/36572288,NJMLS,1943268,Y,Y,40.7145044,-74.0761604
PAST SALE,,Single Family Residential,112-11 204th St,Jamaica,NY,11412,220000,3,2.5,Jamaica,,1782,1935,386,,,Pending,,,http://www.redfin.com/NY/Jamaica/112-11-204th-St-11412/home/20743162,OneKey,3232742,Y,Y,40.7033186,-73.7519538
PAST SALE,June-11-2021,Townhouse,2237 Madison Ave,Baltimore,MD,21217,208000,3,2,Ward 13,2412,1742,1907,54,86,,Sold,,,http://www.redfin.com/MD/Baltimore/2237-Madison-Ave-21217/home/10866705,BRIGHT MLS,MDBA547462,Y,Y,39.3112185,-76.6362059
PAST SALE,,Single Family Residential,756 S 17th St,Newark,NJ,7103,130000,,,,3247,2500,1907,,40,,,,,http://www.redfin.com/NJ/Newark/756-S-17th-St-07103/home/36271865,,,Y,Y,40.7294476,-74.211398
PAST SALE,March-24-2021,Single Family Residential,3303 Bloomingdale Rd,Baltimore,MD,21216,183000,10,6,Ward 15,5340,15042,1920,133,34,,Sold,,,http://www.redfin.com/MD/Baltimore/3303-Bloomingdale-Rd-21216/home/10913958,BRIGHT MLS,MDBA516798,Y,Y,39.3105843,-76.6728881
PAST SALE,,Townhouse,250 S Cecil St,Philadelphia,PA,19139,,3,1,,1170,900,1925,,,,,,,http://www.redfin.com/PA/Philadelphia/250-S-Cecil-St-19139/home/39406870,,,Y,Y,39.957009,-75.237226
PAST SALE,,Multi-Family (2-4 Unit),406 S 8th St,Newark,NJ,7103,30000,,,,1632,2500,1900,,18,,,,,http://www.redfin.com/NJ/Newark/406-S-8th-St-07103/home/36235467,,,Y,Y,40.7359188,-74.2002084
PAST SALE,,Multi-Family (2-4 Unit),318 2nd St,Union City,NJ,7087,,,,,,,,,,,,,,http://www.redfin.com/NJ/Union-City/318-2nd-St-07087/home/172610521,,,Y,Y,40.753,-74.039502
PAST SALE,,Condo/Co-op,1224 N 28th St,Philadelphia,PA,19121,,4,2,,1872,,1915,,,,,,,http://www.redfin.com/PA/Philadelphia/1224-N-28th-St-19121/home/38784304,,,Y,Y,39.9751576,-75.1818864
PAST SALE,May-12-2021,Single Family Residential,1327 S 31st St,Philadelphia,PA,19146,350000,3,2.5,GRAYS FERRY,1970,714,2020,84,178,,Sold,,,http://www.redfin.com/PA/Philadelphia/1327-S-31st-St-19146/home/40574554,BRIGHT MLS,PAPH987636,Y,Y,39.9370603,-75.1951463
PAST SALE,,Single Family Residential,875 Freeman St,Bronx,NY,10459,,,,,1188,2091,1990,,,,,,,http://www.redfin.com/NY/Bronx/875-Freeman-St-10459/home/44726794,,,Y,Y,40.8307215,-73.8941708
MLS Listing,,Single Family Residential,1617 81st St,North Bergen,NJ,7047,300000,5,2,North Bergen,,2500,,125,,,Contingent,,,http://www.redfin.com/NJ/North-Bergen/1617-81st-St-07047/home/36601166,NJMLS,21011640,Y,Y,40.8068471,-74.0156215
PAST SALE,April-2-2021,Multi-Family (2-4 Unit),1375 E 99th St,Brooklyn,NY,11236,825000,6,4,Brooklyn,2162,1980,2002,377,382,,Pending,,,http://www.redfin.com/NY/Brooklyn/1375-E-99th-St-11236/home/40638591,OneKey,3236000,Y,Y,40.6368619,-73.8900753
PAST SALE,March-25-2021,Single Family Residential,422 W 16th St,San Bernardino,CA,92405,295000,5,2.5,274 - San Bernardino,2340,7500,1964,132,126,,Sold,,,http://www.redfin.com/CA/San-Bernardino/422-W-16th-St-92405/home/172240238,CRMLS,SB20121053,Y,Y,34.1290262,-117.2924565
PAST SALE,,Multi-Family (2-4 Unit),29A Claremont Ave,Jersey City,NJ,7305,,,,,,,,,,,,,,http://www.redfin.com/NJ/Jersey-City/29A-Claremont-Ave-07305/home/59127906,,,Y,Y,40.706896,-74.074741
PAST SALE,,Townhouse,1321 10th St,North Bergen,NJ,7047,580000,,,,1320,1999,1916,,439,,,,,http://www.redfin.com/NJ/North-Bergen/1321-10th-St-07047/home/36594355,,,Y,Y,40.7611553,-74.0457285
PAST SALE,,Single Family Residential,451 9th St,Fairview,NJ,7022,,,,,,,,,,,,,,http://www.redfin.com/NJ/Fairview/451-9th-St-07022/home/170241217,,,Y,Y,40.8232167,-73.9956758
PAST SALE,,Single Family Residential,807 Linden Ave,Ridgefield,NJ,7657,384000,,,,1156,3498,1929,,332,,,,,http://www.redfin.com/NJ/Ridgefield/807-Linden-Ave-07657/home/35833978,,,Y,Y,40.8382131,-73.9977749
PAST SALE,September-1-2020,Multi-Family (2-4 Unit),205 THORNE St,JERSEY CITY,NJ,7307,475000,4,3,Jersey City (Heights),,,,337,,,Sold,,,http://www.redfin.com/NJ/Jersey-City/205-Thorne-St-07307/home/36524251,HCMLS,202015131,Y,Y,40.7521462,-74.0571167
PAST SALE,,Condo/Co-op,82 Manhattan Ave #3,Jersey City,NJ,7307,245000,,,,648,,,,378,,,,,http://www.redfin.com/NJ/Jersey-City/82-Manhattan-Ave-07307/unit-3/home/36521431,,,Y,Y,40.743253,-74.052297
PAST SALE,,Condo/Co-op,607 Bergenline Ave #2,Union City,NJ,7087,200000,2,,,752,,2005,,266,,,,,http://www.redfin.com/NJ/Union-City/607-Bergenline-Ave-07087/unit-2/home/36424879,,,Y,Y,40.7563577,-74.0400671
PAST SALE,May-25-2021,Condo/Co-op,150 Featherbed Ln Unit 2G,BRONX,NY,10452,244000,2,2,Washington Bridge View,950,,2009,71,257,864,Sold,,,http://www.redfin.com/NY/Bronx/150-Featherbed-Ln-10452/unit-2G/home/44807374,OneKey,3234420,Y,Y,40.8461353,-73.9207992
PAST SALE,,Multi-Family (2-4 Unit),799 E 163rd St,Bronx,NY,10456,,,,,1940,1124,2005,,,,,,,http://www.redfin.com/NY/Bronx/799-E-163rd-St-10456/home/44745129,,,Y,Y,40.8227051,-73.9022438
PAST SALE,January-15-2021,Townhouse,1387 E 2 St,Brooklyn,NY,11230,,3,2,,,,,,,,Sold,,,http://www.redfin.com/NY/Brooklyn/1387-E-2nd-St-11230/home/40836015,REBNY,RPLU-63220037145,Y,Y,40.615904,-73.9729637
PAST SALE,December-28-2020,Single Family Residential,1556 E 36th St,Brooklyn,NY,11234,738000,3,2.5,Brooklyn,,2100,1935,219,,,Sold,,,http://www.redfin.com/NY/Brooklyn/1556-E-36th-St-11234/home/40873739,OneKey,3232019,Y,Y,40.6167306,-73.9395068
PAST SALE,April-22-2021,Multi-Family (2-4 Unit),2067 E 34 St,Brooklyn,NY,11234,,2,2.25,Brooklyn,1800,1800,1935,104,,,Sold,,,http://www.redfin.com/NY/Brooklyn/2067-E-34th-St-11234/home/40903092,BNYMLS,440451,Y,Y,40.60768,-73.931144
Over 500 results. Try zooming in or modifying your search options.,,,,,,,,,,,,,,,,,,,,,,,,,,
