SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,January-29-2018,Single Family Residential,646 Van Cortlandt Park Ave,Yonkers,NY,10705,500000,4,2,Yonkers,1900,5031,1922,135,263,,Pending,,,http://www.redfin.com/NY/Yonkers/646-Van-Cortlandt-Park-Ave-10705/home/20000744,OneKey,H6103679,Y,Y,40.9105687,-73.8915452
PAST SALE,July-13-2021,Multi-Family (2-4 Unit),229 N 5th St,Newark,NJ,7107,470000,6,4,Newark,,2500,,22,,,Sold,,,http://www.redfin.com/NJ/Newark/229-N-5th-St-07107/home/36261316,NJMLS,21013987,Y,Y,40.7556999,-74.1872754
MLS Listing,,Condo/Co-op,135 Van Wagenen Ave Unit G1,Jersey City,NJ,7306,249999,3,1,Jersey City,918,,,188,272,,Contingent,,,http://www.redfin.com/NJ/Jersey-City/135-Van-Wagenen-Ave-07306/unit-G1/home/104203654,NJMLS,21003317,Y,Y,40.7351507,-74.0691815
MLS Listing,,Multi-Family (2-4 Unit),48 Dukes St,Kearny,NJ,7032,425000,4,2.5,Kearny,,2213,,111,,,Contingent,,,http://www.redfin.com/NJ/Kearny/48-Dukes-St-07032/home/36592931,NJMLS,21013843,Y,Y,40.7541911,-74.1533792
MLS Listing,,Multi-Family (2-4 Unit),267 W 6th Ave,Newark,NJ,7107,420000,7,3.5,Newark,,2500,,111,,,Active,,,http://www.redfin.com/NJ/Newark/267-6th-Ave-W-07107/home/36261646,NJMLS,21013850,Y,Y,40.7573021,-74.1890641
PAST SALE,,Single Family Residential,298 S 20th St,Newark,NJ,7103,85000,,,,836,1681,1920,,102,,,,,http://www.redfin.com/NJ/Newark/298-S-20th-St-07103/home/36258119,,,Y,Y,40.746845,-74.2073979
MLS Listing,,Multi-Family (2-4 Unit),204 Chestnut St,Newark,NJ,7105,319900,4,2,Newark,,1503,,194,,,Active,,,http://www.redfin.com/NJ/Newark/204-Chestnut-St-07105/home/36253209,NJMLS,21002568,Y,Y,40.7241084,-74.1669935
PAST SALE,July-16-2021,Single Family Residential,135 TERHUNE Ave,JERSEY CITY,NJ,7305,490000,4,2.5,Jersey City (Greenville),1240,,,19,395,,Sold,,,http://www.redfin.com/NJ/Jersey-City/135-Terhune-Ave-07305/home/36526210,HCMLS,210008388,Y,Y,40.7051511,-74.0965698
PAST SALE,May-27-2021,Multi-Family (2-4 Unit),179 Schuyler Ave,Newark,NJ,7112,297000,5,3,Newark,,3842,,69,,,Sold,,,http://www.redfin.com/NJ/Newark/179-Schuyler-Ave-07112/home/36284902,NJMLS,21004740,Y,Y,40.7121338,-74.213324
PAST SALE,June-18-2021,Single Family Residential,200 19TH St,Union City,NJ,7087,335000,3,3.5,Union City,,,,47,,,Sold,,,http://www.redfin.com/NJ/Union-City/200-19th-St-07087/home/59097889,HCMLS,210008666,Y,Y,40.7626912,-74.0310094
PAST SALE,May-28-2021,Multi-Family (2-4 Unit),706 OCEAN Ave,JERSEY CITY,NJ,7305,675000,8,5,Jersey City (Greenville),,,,68,,,Sold,,,http://www.redfin.com/NJ/Jersey-City/706-Ocean-Ave-07305/home/36575947,HCMLS,210008546,Y,Y,40.7102173,-74.0758398
PAST SALE,July-30-2021,Multi-Family (2-4 Unit),101 E 27TH St,Bayonne,NJ,7002,515000,6,2,Bayonne,,,,5,,,Sold,,,http://www.redfin.com/NJ/Bayonne/101-E-27th-St-07002/home/36479387,HCMLS,210008222,Y,Y,40.6650117,-74.1099794
PAST SALE,May-19-2004,Single Family Residential,11 Adler Pl E,E. New York,NY,11208,499000,4,2,E. New York,,1586,1920,116,,,Pending,,,http://www.redfin.com/NY/Brooklyn/11-Adler-Pl-11208/home/40762974,OneKey,3302244,Y,Y,40.6850415,-73.8721411
MLS Listing,,Multi-Family (2-4 Unit),34-36 N 6th St,Newark,NJ,7107,499000,7,3,Newark,,5001,,183,,,Contingent,,,http://www.redfin.com/NJ/Newark/34-N-6th-St-07107/home/36259731,NJMLS,21003786,Y,Y,40.7496768,-74.1923699
PAST SALE,August-2-2021,Multi-Family (2-4 Unit),1209 86th St,North Bergen,NJ,7047,480000,4,2,North Bergen,,2500,,2,,,Sold,,,http://www.redfin.com/NJ/North-Bergen/1209-86th-St-07047/home/36601652,NJMLS,21012940,Y,Y,40.808768,-74.009472
MLS Listing,,Multi-Family (2-4 Unit),267 6th Ave W #2,Newark City,NJ,07107-1734,420000,7,3.5,Newark City,,2613,1883,118,,,Active,,,http://www.redfin.com/NJ/Newark/267-6th-Ave-W-07107/unit-2/home/174906138,GSMLS,3703656,Y,Y,40.7573021,-74.1890641
MLS Listing,,Multi-Family (2-4 Unit),253 LEXINGTON Ave,JERSEY CITY,NJ,7304,550000,6,3,Jersey City (West Bergen),,,,15,,,Active,,,http://www.redfin.com/NJ/Jersey-City/253-Lexington-Ave-07304/home/36546922,HCMLS,210017385,Y,Y,40.721789,-74.087986
PAST SALE,July-21-2021,Multi-Family (2-4 Unit),59 Cutler St,Newark City,NJ,07104-2563,291500,,,Newark City,,1742,1890,14,,,Sold,,,http://www.redfin.com/NJ/Newark/59-Cutler-St-07104/home/36238059,GSMLS,3693307,Y,Y,40.7533742,-74.1754308
PAST SALE,,Single Family Residential,64 Vincent St,Newark,NJ,7105,28000,,,,1712,1773,1900,,16,,,,,http://www.redfin.com/NJ/Newark/64-Vincent-St-07105/home/36269230,,,Y,Y,40.7302065,-74.1368073
PAST SALE,,Single Family Residential,27 Rowland St,Newark,NJ,7104,29000,,,,2376,1538,1900,,12,,,,,http://www.redfin.com/NJ/Newark/27-Rowland-St-07104/home/36238776,,,Y,Y,40.754905,-74.171406
PAST SALE,June-11-2021,Multi-Family (2-4 Unit),38 Wakeman Ave,Newark,NJ,7104,470000,4,4,Newark,,3685,,54,,,Sold,,,http://www.redfin.com/NJ/Newark/38-Wakeman-Ave-07104/home/36241387,NJMLS,21010213,Y,Y,40.7630656,-74.1687456
PAST SALE,April-23-2007,Multi-Family (2-4 Unit),425 Irvine Turner Blvd,Newark,NJ,7108,339900,,,,,3049,1907,134,,2,Pending,,,http://www.redfin.com/NJ/Newark/425-Irvine-Turner-Blvd-07108/home/36274381,MOMLS,22108608,Y,Y,40.7192481,-74.1943816
MLS Listing,,Multi-Family (2-4 Unit),191 Hillside Ter,Irvington,NJ,7111,320000,6,3,Irvington,,6800,,133,,,Active,,,http://www.redfin.com/NJ/Irvington/191-Hillside-Ter-07111/home/36167733,NJMLS,21010500,Y,Y,40.7297104,-74.2384519
MLS Listing,,Multi-Family (2-4 Unit),146 Garside St,Newark,NJ,7104,485000,11,4,Newark,,2500,,128,,,Contingent,,,http://www.redfin.com/NJ/Newark/146-Garside-St-07104/home/36238837,NJMLS,21011145,Y,Y,40.756417,-74.1753046
PAST SALE,June-28-2021,Multi-Family (2-4 Unit),152 Weequahic Ave,Newark City,NJ,07112-2033,480000,,,Newark City,,4356,,37,,,Sold,,,http://www.redfin.com/NJ/Newark/152-Weequahic-Ave-07112/home/36288716,GSMLS,3702249,Y,Y,40.7082613,-74.2127149
MLS Listing,,Multi-Family (2-4 Unit),107-22 170th St,Jamaica,NY,11433,524700,6,4,Jamaica,5360,5360,1930,210,98,,Active,,,http://www.redfin.com/NY/Jamaica/107-22-170th-St-11433/home/20760041,OneKey,3278894,Y,Y,40.6992515,-73.7867998
PAST SALE,,Single Family Residential,305 S 7th St,Newark,NJ,7103,,,,,1995,2326,1900,,,,,,,http://www.redfin.com/NJ/Newark/305-S-7th-St-07103/home/36235675,,,Y,Y,40.7382181,-74.198695
MLS Listing,,Multi-Family (2-4 Unit),119 AVENUE C,Bayonne,NJ,7002,449900,6,2.5,Bayonne,,,,34,,,Active,,,http://www.redfin.com/NJ/Bayonne/119-Avenue-C-07002/home/167142049,HCMLS,210015833,Y,Y,40.6502255,-74.1305015
PAST SALE,May-28-2021,Townhouse,1816 E Wishart St,Philadelphia,PA,19134,75000,3,1,PHILA (NORTH),1096,798,1920,68,68,,Sold,,,http://www.redfin.com/PA/Philadelphia/1816-E-Wishart-St-19134/home/38697179,BRIGHT MLS,PAPH997842,Y,Y,39.9956246,-75.1137063
PAST SALE,June-10-2021,Multi-Family (2-4 Unit),80 Cutler St,Newark,NJ,7104,515000,6,5,Newark,,3202,,55,,,Sold,,,http://www.redfin.com/NJ/Newark/80-Cutler-St-07104/home/36374773,NJMLS,20048643,Y,Y,40.7540935,-74.175534
PAST SALE,,Single Family Residential,159 Virginia Ave Unit 159A,Jersey City,NJ,7304,277500,,,,2865,2492,,,97,,,,,http://www.redfin.com/NJ/Jersey-City/159-Virginia-Ave-07304/unit-159A/home/36552281,,,Y,Y,40.7142229,-74.081535
MLS Listing,,Multi-Family (2-4 Unit),173-11 110th Ave,Jamaica,NY,11433,453200,6,4,Jamaica,2168,4802,2005,124,209,,Active,,,http://www.redfin.com/NY/Jamaica/173-11-Brinkerhoff-Ave-11433/home/20645854,OneKey,3299867,Y,Y,40.697176,-73.780368
MLS Listing,,Multi-Family (2-4 Unit),19 Reynolds Ave,Harrison,NJ,7029,425000,6,3,Harrison,,2374,,126,,,Contingent,,,http://www.redfin.com/NJ/East-Newark/19-Reynolds-Ave-07029/home/36483685,NJMLS,21011529,Y,Y,40.7482444,-74.1636851
PAST SALE,July-9-2021,Multi-Family (2-4 Unit),309 Rose St,Newark City,NJ,07108-1616,250000,,,Newark City,,2178,1925,26,,,Sold,,,http://www.redfin.com/NJ/Newark/309-Rose-St-07108/home/36272154,GSMLS,3700959,Y,Y,40.7304793,-74.2003345
PAST SALE,January-5-2004,Multi-Family (2-4 Unit),35 EXETER Rd,JERSEY CITY,NJ,,295000,4,2.5,Jersey City (West Bergen),,,,6421,,,Sold,,,http://www.redfin.com/NJ/Jersey-City/35-Exeter-Rd-07305/home/36525220,HCMLS,307935,Y,Y,40.6983564,-74.1034755
PAST SALE,July-19-2021,Multi-Family (2-4 Unit),90 Bergen Ave,Jersey City,NJ,07305-2208,525000,,,Jersey City,,,1870,16,,,Sold,,,http://www.redfin.com/NJ/Jersey-City/90-Bergen-Ave-07305/home/36407915,GSMLS,3700302,Y,Y,40.7059475,-74.0870024
PAST SALE,June-30-2021,Multi-Family (2-4 Unit),185 New York Ave,Newark,NJ,7105,455000,6,3,Newark,,2762,,35,,,Sold,,,http://www.redfin.com/NJ/Newark/185-New-York-Ave-07105/home/36253440,NJMLS,21008330,Y,Y,40.726094,-74.161672
MLS Listing,,Multi-Family (2-4 Unit),385 21st St,Irvington,NJ,7111,389000,5,4,Irvington,,7449,,137,,,Contingent,,,http://www.redfin.com/NJ/Irvington/385-21st-St-07111/home/36173797,NJMLS,21010024,Y,Y,40.730397,-74.215615
PAST SALE,May-17-2021,Single Family Residential,341-343 Parker St,Newark,NJ,7104,471000,6,3,Newark,,5001,,79,,,Sold,,,http://www.redfin.com/NJ/Newark/341-Parker-St-07104/home/36241459,NJMLS,21008633,Y,Y,40.7648706,-74.1744086
PAST SALE,,Single Family Residential,25 Farley Ave,Newark,NJ,7108,340000,,,,3836,4661,1907,,89,,,,,http://www.redfin.com/NJ/Newark/25-Farley-Ave-07108/home/36273355,,,Y,Y,40.7249062,-74.202367
PAST SALE,June-16-2021,Single Family Residential,57-59 Shephard Ave,Newark,NJ,7112,270000,6,1.5,Newark,,5001,,49,,,Sold,,,http://www.redfin.com/NJ/Newark/57-Shephard-Ave-07112/home/36285049,NJMLS,21012045,Y,Y,40.7092601,-74.2045001
MLS Listing,,Multi-Family (2-4 Unit),92 Peabody Pl,Newark,NJ,7104,289900,8,3,Newark,,2500,,147,,,Contingent,,,http://www.redfin.com/NJ/Newark/92-Peabody-Pl-07104/home/36245727,NJMLS,21008348,Y,Y,40.768581,-74.1611719
PAST SALE,,Single Family Residential,115 Chadwick Ave,Newark,NJ,7108,270000,,,,2478,2500,2005,,109,,,,,http://www.redfin.com/NJ/Newark/115-Chadwick-Ave-07108/home/36275549,,,Y,Y,40.722421,-74.2012174
PAST SALE,,Single Family Residential,138 Scheerer Ave,Newark,NJ,7112,266000,,,,2852,5001,1922,,93,,,,,http://www.redfin.com/NJ/Newark/138-Scheerer-Ave-07112/home/36286508,,,Y,Y,40.7110973,-74.2078955
PAST SALE,June-11-2021,Multi-Family (2-4 Unit),408 59th St,West New York,NJ,7093,485000,5,2,West New York,,2500,,54,,,Sold,,,http://www.redfin.com/NJ/West-New-York/408-59th-St-07093/home/36636225,NJMLS,21009077,Y,Y,40.7875485,-74.0149788
PAST SALE,,Single Family Residential,281 Ridge St,Newark,NJ,7104,280000,,,,3105,3498,1927,,90,,,,,http://www.redfin.com/NJ/Newark/281-Ridge-St-07104/home/36241692,,,Y,Y,40.7626119,-74.174576
MLS Listing,,Single Family Residential,65 S 7th St,Newark,NJ,7107,300000,8,3,Newark,,2500,,154,,,Active,,,http://www.redfin.com/NJ/Newark/65-S-7th-St-07107/home/36258812,NJMLS,21007322,Y,Y,40.7469424,-74.1947319
PAST SALE,March-15-2008,Single Family Residential,1206 12TH St,North Bergen,NJ,07047-1834,975,3,1,North Bergen,1000,,,4890,1,,Sold,,,http://www.redfin.com/NJ/North-Bergen/1206-12th-St-07047/home/36594639,HCMLS,70016373,Y,Y,40.7622524,-74.0436634
PAST SALE,March-31-2021,Multi-Family (2-4 Unit),19 LONG St,JERSEY CITY,NJ,7305,430000,5,2,Jersey City (Greenville),,,,126,,,Sold,,,http://www.redfin.com/NJ/Jersey-City/19-Long-St-07305/home/36533635,HCMLS,210004676,Y,Y,40.6995695,-74.0915796
MLS Listing,,Single Family Residential,44 Watson Ave,East Orange,NJ,7018,379900,7,3.5,East Orange,,4800,,153,,,Contingent,,,http://www.redfin.com/NJ/East-Orange/44-Watson-Ave-07018/home/36146107,NJMLS,21007586,Y,Y,40.7517886,-74.2125903
PAST SALE,,Single Family Residential,421 69th St,Guttenberg,NJ,7093,168000,,,,1171,2500,1920,,143,,,,,http://www.redfin.com/NJ/Guttenberg/421-69th-St-07093/home/36480963,,,Y,Y,40.7950113,-74.01048
MLS Listing,,Multi-Family (2-4 Unit),908 Bergen St,Newark,NJ,7112,499000,11,4.5,Newark,,2500,,35,,,Contingent,,,http://www.redfin.com/NJ/Newark/908-Bergen-St-07112/home/36283141,NJMLS,21026444,Y,Y,40.7127774,-74.2041065
PAST SALE,March-29-2021,Townhouse,380 Littleton Ave,Newark,NJ,7103,185000,3,1.5,Newark,,,,128,,,Sold,,,http://www.redfin.com/NJ/Newark/380-Littleton-Ave-07103/home/142729993,NJMLS,21005932,Y,Y,40.7336119,-74.1981108
PAST SALE,,Single Family Residential,435 Rose Ave,Jersey City,NJ,7305,,3,2.5,,1594,915,2014,,,,,,,http://www.redfin.com/NJ/Jersey-City/435-Rose-Ave-07305/home/56279838,,,Y,Y,40.7096619,-74.0779454
MLS Listing,,Multi-Family (2-4 Unit),473 20th St,Irvington,NJ,7111,390000,6,2,Irvington,,2496,,13,,,Active,,,http://www.redfin.com/NJ/Irvington/473-S-20th-St-07111/home/36174076,NJMLS,21029986,Y,Y,40.7407826,-74.210544
PAST SALE,July-29-2021,Multi-Family (2-4 Unit),313 7th Ave,Newark,NJ,7107,319900,5,3,Newark,,2500,,6,,,Sold,,,http://www.redfin.com/NJ/Newark/313-7th-Ave-W-07107/home/36260113,NJMLS,21026750,Y,Y,40.7538852,-74.1861747
PAST SALE,May-26-2021,Multi-Family (2-4 Unit),38 N 6th St,Newark,NJ,7107,364000,6,3,Newark,,2500,,70,,,Sold,,,http://www.redfin.com/NJ/Newark/38-N-6th-St-07107/home/36259728,NJMLS,21006330,Y,Y,40.7498667,-74.1922286
MLS Listing,,Multi-Family (2-4 Unit),366 Chadwick Ave,Newark,NJ,7112,480000,10,5,Newark,,3872,,70,,,Active,,,http://www.redfin.com/NJ/Newark/366-Chadwick-Ave-07112/home/36283088,NJMLS,21020674,Y,Y,40.7134986,-74.2045651
PAST SALE,July-4-2021,Single Family Residential,134 Alexander St,Newark,NJ,7106,360000,7,2,Newark,,4373,,31,,,Sold,,,http://www.redfin.com/NJ/Newark/134-Alexander-St-07106/home/36294356,NJMLS,21004346,Y,Y,40.7413242,-74.2264386
PAST SALE,,Single Family Residential,77 N 19th St,East Orange,NJ,7017,105000,,,,1980,1999,1914,,53,,,,,http://www.redfin.com/NJ/East-Orange/77-N-19th-St-07017/home/36142948,,,Y,Y,40.7610056,-74.1995205
PAST SALE,June-21-2021,Multi-Family (2-4 Unit),98-100 N 9th St,Newark,NJ,7107,445000,7,4,Newark,,6499,,44,,,Sold,,,http://www.redfin.com/NJ/Newark/98-N-9th-St-07107/home/148323206,NJMLS,21006681,Y,Y,40.759088,-74.1913336
PAST SALE,May-28-2021,Single Family Residential,856 S 13th St,Newark City,NJ,07108-1316,230000,6,3,Newark City,,4791,1907,68,,,Sold,,,http://www.redfin.com/NJ/Newark/856-S-13th-St-07108/home/36277536,GSMLS,3693506,Y,Y,40.724121,-74.2094994
PAST SALE,May-3-2021,Multi-Family (2-4 Unit),53 N 14th St,East Orange,NJ,7017,400000,6,3,East Orange,,2300,,93,,,Sold,,,http://www.redfin.com/NJ/East-Orange/53-N-14th-St-07017/home/36142735,NJMLS,21005953,Y,Y,40.757467,-74.1963103
PAST SALE,July-9-2021,Multi-Family (2-4 Unit),141 ARLINGTON Ave,Jersey City,NJ,07305-4303,525000,,,Jersey City,,4791,,26,,,Sold,,,http://www.redfin.com/NJ/Jersey-City/141-Arlington-Ave-07305/home/36577740,GSMLS,3693131,Y,Y,40.7068625,-74.0758856
PAST SALE,April-30-2021,Multi-Family (2-4 Unit),414 S 16th St,Newark,NJ,7103,520000,6,4.5,Newark,,2374,,96,,,Sold,,,http://www.redfin.com/NJ/Newark/414-S-16th-St-07103/home/170267204,NJMLS,21008216,Y,Y,40.741673,-74.205684
PAST SALE,,Single Family Residential,162 19th Ave,Irvington,NJ,7111,180000,9,3,,3645,2496,1913,,49,,,,,http://www.redfin.com/NJ/Irvington/162-19th-Ave-07111/home/36173814,,,Y,Y,40.7334692,-74.2163964
PAST SALE,April-7-2021,Single Family Residential,174A UNION St,JERSEY CITY,NJ,7304,325000,3,2.5,Jersey City (Greenville),,,,119,,,Sold,,,http://www.redfin.com/NJ/Jersey-City/174A-Union-St-07304/home/36572291,HCMLS,210004006,Y,Y,40.715023,-74.077136
PAST SALE,June-30-2021,Multi-Family (2-4 Unit),47-49 MAY St,Newark City,NJ,7104,464000,,,Newark City,,3049,2010,35,,,Sold,,,http://www.redfin.com/NJ/Newark/47-May-St-07104/home/36372733,GSMLS,3692809,Y,Y,40.7672018,-74.1672137
PAST SALE,,Single Family Residential,12 Irving Pl,Staten Island,NY,10304,67000,,,,1763,3700,1910,,38,,,,,http://www.redfin.com/NY/Staten-Island/12-Irving-Pl-10304/home/56085585,,,Y,Y,40.6175808,-74.0858322
PAST SALE,June-4-2021,Single Family Residential,58 Laurel Ave,Staten Island,NY,10304,315000,3,2,Stapleton,1116,3050,1901,61,282,,Sold,,,http://www.redfin.com/NY/Staten-Island/58-Laurel-Ave-10304/home/56047915,SIBORMLS,1142934,Y,Y,40.619504,-74.083749
PAST SALE,January-31-2003,Multi-Family (2-4 Unit),30 S 12th Ave,Mount Vernon,NY,10550,250000,,,Mount Vernon,2200,4356,1925,6760,114,,Sold,,,http://www.redfin.com/NY/Mt-Vernon/30-S-12th-Ave-10550/home/20214855,HGMLS,2209954,Y,Y,40.9086345,-73.8443821
PAST SALE,July-16-2021,Single Family Residential,2339 Hoffman Ave,Elmont,NY,11003,679000,4,4.5,Elmont,,10695,1952,639,,,Pending,,,http://www.redfin.com/NY/Alden-Manor/2339-Hoffman-Ave-11003/home/20465119,OneKey,3177813,Y,Y,40.7010421,-73.7262944
PAST SALE,March-31-2021,Townhouse,24 N Peach St,Philadelphia,PA,19139,70000,2,1,HADDINGTON,870,788,1925,126,80,,Sold,,,http://www.redfin.com/PA/Philadelphia/24-N-Peach-St-19139/home/39243946,BRIGHT MLS,PAPH988726,Y,Y,39.9609644,-75.2274961
PAST SALE,,Single Family Residential,33 Leslie St,Newark,NJ,7108,,,,,2739,5001,1925,,,,,,,http://www.redfin.com/NJ/Newark/33-Leslie-St-07108/home/36281888,,,Y,Y,40.7219713,-74.2139853
PAST SALE,,Single Family Residential,7311 JFK Blvd E,North Bergen,NJ,7047,,,,,,,,,,,,,,http://www.redfin.com/NJ/North-Bergen/7311-JFK-Blvd-E-07047/home/102188707,,,Y,Y,40.7943437,-74.0007478
MLS Listing,,Multi-Family (2-4 Unit),918 21ST St,Union City,NJ,7087,435000,4,2.5,Union City,,,,170,,,Active,,,http://www.redfin.com/NJ/Union-City/918-21st-St-07087/home/36618324,HCMLS,210003728,Y,Y,40.7683872,-74.0392727
PAST SALE,May-24-2021,Multi-Family (2-4 Unit),289 Conklin Ave,Hillside Twp.,NJ,07205-1446,450000,,,Hillside Twp.,,3484,1929,72,,,Sold,,,http://www.redfin.com/NJ/Hillside/289-Conklin-Ave-07205/home/37910629,GSMLS,3692371,Y,Y,40.7061731,-74.2240542
MLS Listing,,Multi-Family (2-4 Unit),164-166 Ridge St,Newark,NJ,7104,590000,8,5.5,Newark,,5118,,173,,,Contingent,,,http://www.redfin.com/NJ/Newark/164-Ridge-St-07104/home/36238945,NJMLS,21005031,Y,Y,40.7584501,-74.1774575
MLS Listing,,Multi-Family (2-4 Unit),447 S 17th St,Newark,NJ,7103,319000,5,2,Newark,,2500,,170,,,Contingent,,,http://www.redfin.com/NJ/Newark/447-S-17th-St-07103/home/36235377,NJMLS,21005217,Y,Y,40.741066,-74.2074542
PAST SALE,June-30-2021,Multi-Family (2-4 Unit),164 Clendenny Ave,Jersey City,NJ,7304,490000,7,3,Jersey City,,2500,,35,,,Sold,,,http://www.redfin.com/NJ/Jersey-City/164-Clendenny-Ave-07304/home/36546853,NJMLS,21005256,Y,Y,40.7198896,-74.0845014
PAST SALE,July-1-2021,Multi-Family (2-4 Unit),1426 43RD St,North Bergen,NJ,7047,565000,7,3,North Bergen,,,,34,,,Sold,,,http://www.redfin.com/NJ/North-Bergen/1426-43rd-St-07047/home/36596082,HCMLS,210003790,Y,Y,40.7813051,-74.0306204
PAST SALE,July-15-2021,Multi-Family (2-4 Unit),61-65 Dewey St,Newark,NJ,7112,335000,6,2,Newark,,4950,,20,,,Sold,,,http://www.redfin.com/NJ/Newark/61-Dewey-St-07112/home/36280596,NJMLS,20046474,Y,Y,40.7172493,-74.2150976
MLS Listing,,Multi-Family (2-4 Unit),77 Cutler St,Newark,NJ,7104,375000,6,3,Newark,,2247,,147,,,Contingent,,,http://www.redfin.com/NJ/Newark/77-Cutler-St-07104/home/36238079,NJMLS,21008341,Y,Y,40.7539648,-74.175167
PAST SALE,March-31-2021,Multi-Family (2-4 Unit),405 S 8TH St,Newark City,NJ,07103-2045,358000,,,Newark City,,4356,1994,126,,,Sold,,,http://www.redfin.com/NJ/Newark/405-S-8th-St-07103/home/36235242,GSMLS,3688303,Y,Y,40.7359823,-74.2005657
PAST SALE,October-17-2016,Multi-Family (2-4 Unit),226 Fairmount Ave,Newark City,NJ,07103-2455,335000,,,Newark City,,2613,1907,1752,,,Sold,,,http://www.redfin.com/NJ/Newark/226-Fairmount-Ave-07103/home/36233780,GSMLS,3296006,Y,Y,40.7395526,-74.1947051
PAST SALE,April-9-2021,Multi-Family (2-4 Unit),327 S 11th St #2,Newark City,NJ,07103-1911,530000,,,Newark City,,2613,2007,117,,,Sold,,,http://www.redfin.com/NJ/Newark/327-S-11th-St-07103/unit-2/home/174433369,GSMLS,3691911,Y,Y,40.7430781,-74.2005753
PAST SALE,April-30-2017,Multi-Family (2-4 Unit),1263 KENNEDY Blvd,Bayonne,NJ,7002,130199,3,2,Bayonne,,,,1557,,,Sold,,,http://www.redfin.com/NJ/Bayonne/1263-John-F-Kennedy-Blvd-07002/home/59127743,HCMLS,160011519,Y,Y,40.6905468,-74.1051043
PAST SALE,April-16-2021,Multi-Family (2-4 Unit),48 11th Ave,Newark,NJ,7107,399000,9,3,Newark,,2500,,110,,,Sold,,,http://www.redfin.com/NJ/Newark/48-11th-Ave-W-07107/home/36257883,NJMLS,20006679,Y,Y,40.7458296,-74.1945675
PAST SALE,March-18-2021,Multi-Family (2-4 Unit),3705 KENNEDY Blvd,Union City,NJ,7087,316000,3,2,Union City,,,,139,,,Sold,,,http://www.redfin.com/NJ/Union-City/3705-John-F-Kennedy-Blvd-07087/home/36622729,HCMLS,210003465,Y,Y,40.776273,-74.029891
PAST SALE,April-2-2018,Multi-Family (2-4 Unit),83 DWIGHT St,JERSEY CITY,NJ,7305,490000,6,4,Jersey City (Bergen-Lafayette),,,,1220,,,Sold,,,http://www.redfin.com/NJ/Jersey-City/83-Dwight-St-07305/home/59139736,HCMLS,180000408,Y,Y,40.702439,-74.082486
PAST SALE,June-9-2021,Multi-Family (2-4 Unit),31 Marne St,Newark,NJ,7105,390000,4,2,Newark,,1999,,56,,,Sold,,,http://www.redfin.com/NJ/Newark/31-Marne-St-07105/home/36269632,NJMLS,21010901,Y,Y,40.724574,-74.1504778
PAST SALE,May-28-2021,Multi-Family (2-4 Unit),338 Elm St,Newark,NJ,7105,475000,4,2,Newark,,2335,,68,,,Sold,,,http://www.redfin.com/NJ/Newark/338-Elm-St-07105/home/36254315,NJMLS,21004072,Y,Y,40.7254158,-74.1558563
MLS Listing,,Multi-Family (2-4 Unit),231-233 Renner Ave,Newark,NJ,7112,499000,10,4,Newark,,4099,,14,,,Active,,,http://www.redfin.com/NJ/Newark/231-Renner-Ave-07112/home/36282825,NJMLS,21029718,Y,Y,40.7129084,-74.2089222
PAST SALE,,Multi-Family (2-4 Unit),,Newark,NJ,7112,,,,,,,,,,,,,,http://www.redfin.com/NJ/Newark/Unknown-07112/home/174424324,,,Y,Y,40.7132136,-74.2120629
PAST SALE,April-30-2021,Single Family Residential,69 LINDEN Ave,JERSEY CITY,NJ,7305,410000,5,2,Jersey City (Greenville),,,,96,,,Sold,,,http://www.redfin.com/NJ/Jersey-City/69-Linden-Ave-07305/home/36537954,HCMLS,210003525,Y,Y,40.6939139,-74.0906619
PAST SALE,May-7-2015,Single Family Residential,36 Dongan St,Staten Island,NY,10310,514000,4,2,West Brighton,1514,3025,1901,74,339,,Pending,,,http://www.redfin.com/NY/Staten-Island/36-Dongan-St-10310/home/56060243,SIBORMLS,1146391,Y,Y,40.6363716,-74.1247071
PAST SALE,March-4-2021,Single Family Residential,42 Shaughnessy Ln,Staten Island,NY,10305,399850,4,2,Rosebank,1488,6850,1915,153,269,,Sold,,,http://www.redfin.com/NY/Staten-Island/42-Shaughnessy-Ln-10305/home/56083403,SIBORMLS,1142618,Y,Y,40.613821,-74.0747384
MLS Listing,,Multi-Family (2-4 Unit),62 Hobson St,Newark,NJ,7112,439000,6,2,Newark,,2574,,11,,,Active,,,http://www.redfin.com/NJ/Newark/62-Hobson-St-07112/home/36280708,NJMLS,21030232,Y,Y,40.717369,-74.2154452
PAST SALE,March-30-2021,Townhouse,114 Ashby Rd,Upper Darby,PA,19082,173000,3,1,STONEHURST,1392,2526,1920,127,124,,Sold,,,http://www.redfin.com/PA/Upper-Darby/114-Ashby-Rd-19082/home/38301833,BRIGHT MLS,PADE539402,Y,Y,39.9589966,-75.2625467
